id_artigo,titulo,ano,api_abstract,topico,topico_prob
1883,"OS FUNDAMENTOS DO LIBERALISMO CLÁSSICO: A RELAÇÃO ENTRE ESTADO, DIREITO E DEMOCRACIA.",2011,"Objetiva-se com este Artigo defender a tese de que liberalismo e democracia podem ser caracterizados enquanto termos antitéticos, pois determinação um Estado liberal-burguês pleno implica exclusão toda qualquer possibilidade democrática, Democrático na corrosão todos os fundamentos do liberalismo. Assim, em é puramente técnico- formal não possui nenhuma substancialidade, restringindo-se mero Direito Mínimo, própria concepção (KELSEN, 1998) passa se limitar à existência ou ordenamento jurídico, independentemente da substancialidade qualificadora deste ordenamento.",0,0.0
1885,A MORAL DEONTOLÓGICA COMO SÍNTESE DA ALMA E DAS FORMAS DO ESTADO LIBERAL,2012,"Objetiva-se com este Artigo apresentar a tese de que moral deontológica Kant, caracteriza-se por ser síntese entre as teorias: do direito natural; da separação dos poderes; e, soberania popular. Nestes termos, se, um lado, preocupação jusnaturalistas era separar moralidade e legalidade, cabendo primeira uma legislação interna segunda externa, outro, Kant criar formas conciliação forum internum externum, conciliando força consenso em mesmo processo, através qual os indivíduos se submeteriam ao poder instituído não porque sentiriam compelidos isso, mas ação levaria inapelavelmente tal caminho. Se no pensamento jusnaturalista observa homens movem amor-próprio, finalidade autoconservação pautam interesses egoísticos caráter negativista, sendo o contrato soma todos individuais; indivíduo, compreendido enquanto sujeito racional geral pauta orienta suas ações pelo princípio vontade autônoma suprema legisladora. Portanto, ordenamento normativo jurídico passa momento externo impõe indivíduo forma coercitiva, interno, faz sua exteriorização na promulgadora universal.",0,0.0
1886,ÉTICA E MORAL REIFICADA: UMA ANÁLISE DA TEORIA DA JUSTIÇA RALWSIANA,2012,"Em meio a Revolução Passiva aberta com o Welfare, e prática disseminada de transformismo presente neste período, foi que John Rawls buscou desenvolver aquela seria considerada sua obra mais elevada – A Theory of Justice –, obviamente caracterizou-se por representar um dos fortes veículos daquela prática. Sua incumbência através da restituição uma teoria deveres, arquitetar crítica ao processo aberto Welfare mesmo tempo constituir formas justificação legitimação moral daquele arranjo institucional contra-reformista, pautado no livre-mercado conseqüentemente na concepção liberdade liberal. Àquele institucional, denominara sistema cooperação. Com intuito construir quadro-teórico referencial lhe permitisse municiar-se chaves leitura capazes levar à construção consistente pôs-se como imperativo critérios pudessem mensurar normatividade toda institucionalidade vigente, pondo-se valorar grau justiça das instituições leis. tal quadro teórico, momento mensuração leis serviria fundamento para legislador emendar ou suprimir as fossem consideradas injustas. propositura visara recompor os princípios do liberalismo originário presentes em Hobbes, Locke Rousseau, mas principalmente Kant, criar fórmula legitimadora deontológica liberal-burguesa. Ora, apesar floreio hermético, se pode observar, centro principal interesse filósofo estadunidense ora discutido era State todas determinações éticas, políticas, econômicas sócio-culturais nascidas naquele período. Nestes termos, pode-se localizar mesma linhagem restauracionista Hayek, seja, reação liberal-burguês talhe essencialmente antidemocrático antipopular.",0,0.0
1887,A NATUREZA E OS FUNDAMENTOS DO NEOLIBERALISMO,2013,"Objetiva-se com este artigo expor as formas determinativas histórico-social do novo arranjo político-econômico e jurídico-institucional que se convencionou chamar de neoliberalismo. Desta forma, se, por um lado, a Revolução Passiva iniciada o Welfare State possibilitou conformação certo político-institucional, através qual abriu processo ampliação dos direitos civis, políticos sociais; outro, às classes dominantes experimentarem nível crescimento altas taxas lucro jamais visto na história da humanidade. Todavia, ciclo acumulação capital iniciara em 1945 esgotara 1973, partir abertura uma crise estrutural capital, apresentou fortes tendências à diminuição ciclos crise, bem como abrupta queda taxa lucro. Frente tal conjuntura, observa-se renascimento liberalismo enquanto princípio reestruturante capital.",-1,0.0
1888,ÉTICA E POLÍTICA EM ROUSSEAU: A NATUREZA E OS FUNDAMENTOS DAS INSTITUIÇÕES POLÍTICAS PÚBLICAS,2013,"Objetiva-se com este breve Ensaio recompor o fio epistemológico que existe na obra de Jean-Jacque Rousseau, tal forma a articular complexo categorial é constituído partir da totalidade sua obra. Portanto, buscar-se-á expor quadro-conceitual rousseauniano uma visão totalidade, qual as categorias são partejadas abertura múltiplos processos sócio-culturais e político-econômicos se relacionam em perspectiva unidade contrários. Desta forma, partir-se-á concepção guerra paz, aparecem Princípios do Direito Guerra, como os fundamentos natureza das instituições públicas, viriam constituir arranjo político-institucional Estado Moderno. Destarte, análise determina-se particulares estrutura interna Moderno, todavia, articulada determinações, objetivas subjetivas, determina universal, no âmbito externo.",0,0.0
1889,A NATUREZA DA GUERRA E AS RELAÇÕES INTERNACIONAIS EM JEAN-JACQUES ROUSSEAU,2013,"Objetiva-se com este breve Ensaio recompor o fio epistemológico que existe na obra de Jean-Jacque Rousseau, tal forma a articular complexo categorial é constituído partir da totalidade sua obra. Portanto, buscar-se-á expor quadro-conceitual rousseauniano uma visão totalidade, qual as categorias são partejadas abertura múltiplos processos sócio-culturais e político-econômicos se relacionam em perspectiva unidade contrários. Desta forma, partir-se-á concepção guerra paz, aparecem Princípios do Direito Guerra, como os fundamentos natureza das instituições públicas, viriam constituir arranjo político-institucional Estado Moderno. Destarte, análise determina-se particulares estrutura interna Moderno, todavia, articulada determinações, objetivas subjetivas, determina universal, no âmbito externo.",0,0.0
1890,O PROEJA E OS DESAFIOS DA CONSTRUÇÃO DA FORMAÇÃO E DO CURRÍCULO INTEGRADO: ENTRE A EMANCIPAÇÃO E A DESEMANCIPAÇÃO.,2016,"Pretende-se analisar, neste artigo, o Programa Nacional de Integração da Educação Profissional com a Básica na Modalidade Jovens e Adultos/ PROEJA. Para tanto, buscou-se desenvolver uma análise estrutura jurídico-política brasileira naquilo que diz respeito ao sistema educacional, materializado forma dos Decretos voltados para Formação Técnica no Brasil período 1996 2006. Tratar-se-ia, portanto, abordar as possíveis tendências mercadológicas ideológicas “nova” política Profissional, visto ideia do PROEJA parece estar basicamente interligada aos interesses das classes dominantes fragmentação entre saber acadêmico propedêutico tecnológico aligeirado, medida em aponta elementos variáveis reforçam dualismo educacional histórico estrutural brasileiro, diversos momentos históricos não somente aprofundou, mas instituiu normativamente cisão educação voltada outra trabalhadoras demais subalternas. entender os planos programas profissional demarcado foi necessário compreender manutenção práticas Decreto nº 2.208/97, bem como 5.154/04. Sobre foram interpretados discutidos artigos 5.478/2005 5.840/2006. um trabalho buscou construir discussão teórica, partir diversas fontes documentais, elucidar questões acerca objeto estudo questão.",0,0.0
1891,ENSAIO SOBRE A FUNÇÃO SOCIAL DOS PARTIDOS NA CONTEMPORANEIDADE E O PAPEL DOS INTELECTUAIS,2017,"Objetiva-se discutir neste artigo a relação entre o principal sujeito coletivo da modernidade – os Partidos Políticos –, bem como que tal estabelece com as classes sociais na sociedade contemporânea. Nesse sentido, buscar-se-á cotejar concepções de partido presentes nas torias Jügen Habermas e Antonio Gramsci. Tal questão torna-se fundamental importância visto filósofo político alemão em questão, sua teoria social, negara filosofia do centralidade consciência, no processo constitutivo projeto compreendera enquanto inacabada; que, por outro lado, italiano, partir práxis, centrais tais questões, tanto para constituição partido, quanto manutenção. O nos leva própria dimensão papel função social intelectual consenso administração organização vida social.",0,0.0
1892,NOTAS GRAMSCIANAS: GOLPE DE ESTADO E LUTA DE CLASSES NO BRASIL DO SÉCULO XXI,2017,"Buscar-se-á desenvolver ao longo desse artigo a tese de que o Golpe Estado soft no Brasil 2016, tipo Parlamentar-Judicial-Midiático, aprofundou agenda neoliberal-flexível, fundamentada e estruturada binômio modernização-conservação. Entretanto, devido particularidade do processo formação social brasileira, forjada partir uma revolução passiva (1928-1978), da modernização vem acompanhada pelo modernização-conservação, qual elemento conservação impõe-se enquanto determinação histórico-social fundamental condução modernização. Trata-se resgatar as chaves leitura pensador italiano Antonio Gramsci, como forma construir mediações tentativas construções entendimento acerca século XXI.",0,0.0
1893,HABERMAS LEITOR DE MARX: ANÁLISE DOS ESCRITOS DOS ANOS DE 1960,2016,"* Doutor em Ciências Sociais pela Universidade Estadual Paulista - ""Júlio de Mesquita Filho"". Professor no Instituto Federal Goiás/Campus Goiânia. Apoio: CAPES. Filho"" Faculdade Filosofia e Ciências.Habermas leitor Marx: análise dos escritos anos 1960Resumo:Â Objetiva-se com este artigo evidenciar o quadro referencial teórico presente na obra JÃ¼rgen Habermas (1929 ), a partir quais se possa analisar que medida tal pensador estabeleceu relações aproximação ou distanciamento teoria social marxiana. Tratar-se-ia, portanto, tentar enquanto Karl Marx (1818 1883), forma identificar as possíveis influências marxianas sua obra. Nesse sentido, poder-se-ia levantar seguinte questão: Seria possível pensar Habermas, do prisma marxiano? Para responder questão, tentar-se-á desenvolver um trabalho genealógico acerca da como expor seus principais pontos contato Marx, possibilite ler aÂ Theorie des KommunikativenÂ das lentes marxianas. Portanto, movimento desse é duplo: a) primeiro, trata-se categorias analíticas Habermas; b) segundo, tratar-se-ia cotejá-las, comparando sentido significado possuem outro; e, por final c) buscar-se-ia diagnosticar entre teorias sociais dois filósofos alemães questão.Palavras-chave:Â ). 1883). Teoria Crítica.Habermas' reader: analisys of 60' s writingsAbstract:Â Objective with this article show the theoretical framework present in work from which you can examine to what extent such thinker established closer relations and or estrangement Marxian theory. Treat it would therefore try player way identify possible influences his work. In sense, power raise question: Is think prism? To answer question, will develop genealogical on theory expose your main points contact that enables read Kommunikativen lenses. Therefore, movement is twofold: first, analytical categories second deal collates them, comparing meaning significance have one other; and, by end seek diagnose explain approach relationships distancing between theories two german philosophers question.Keywords:Â Critical Theory.Habermas lecteur du analyse éscrites l'année 1960Résumé:Â L'objectif cet montrent le cadre théorique présente dans les travaux -), à laquelle vous pouvez examiner quelle mesure un tel penseur établi plus étroites et l'éloignement avec la théorie sociale marxiste. il serait donc essayer montrer comme Ã manière identifier possibles marxistes son travail. En ce sens, pouvoir poser Est-il penser travail prisme marxienne? Pour répondre cette développer généalogique sur moyen d'exposer vos principaux telle qui permet lire lentilles marxienne. Par conséquent, mouvement est double: premier, d'identifier catégories d'analyse marxiste deuxième affaire d'entre eux collationne, comparant sens signification ont l'un l'autre; et, fin chercher diagnostiquer expliquer d'approche distanciation théories sociales deux philosophes allemands en question.Mots-clés: -). Théorie Critique.Data registro: 21/01/2015Data aceite: 18/04/2016Referências:Â ADORNO, Theodor; HORKHEIMER, Max.Â Dialética esclarecimento: fragmentos filosóficos. Tradução Guido Antônio Almeida, Rio Janeiro: Zahar, 1985.BOBBIO, Norberto.Â O futuro democracia: uma defesa regras jogo. Marco Aurélio Nogueira, Paz Terra, 1986.COHN, Gabriel. Esclarecimento ofuscação: Adorno Horkheimer hoje.Â Lua Nova.Â Revista Cultura Política. São Paulo, n. 43, p. 5-24, 1998.COUTINHO, Carlos Nelson.Â A democracia valor universal. Paulo: Humanas, 1980.______.Â Intervenções:Â marxismo batalha idéias. Cortez, 2006.______.Â Contra corrente: ensaios sobre socialismo. 2. ed. 2008a.______.Â Marxismo política: dualidade poderes outros ensaios. 3. 2008b.COUTINHO, estruturalismo miséria razão. Expressão Popular, 2010.______.Â De Rousseau Gramsci: política. Boitempo, 2011.DA HORA PEREIRA, Leonardo Jorge.Â noção capitalismo tardio Habermas:Â torno tensão democracia.Â Campinas: [s. n.], 2012.FREITAG, B.Â crítica ontem Brasiliense: 2004.GRAMSCI, Antonio.Â Maquiavel. Notas estado Coleção Cadernos Carcere. v. Nelson Coutinho. 3 Civilização Brasileira, 2007.GUESS, R.Â escola Frankfurt. Papirus: 1988.HABERMAS, JÃ¼rgen.Â Student und Politik:Â Eine soziologische Untersuchung zum politischen.Â Bewusstsein Frankfurter Studenten, Neuwied: Hermann Luchterhand Verlag. 1961.______. Technik Wissenschaft als ""Ideologie"" (et ali.). Frankfurt: Suhrkamp, 1968.______. Die Scheinrevolution ihre Kinder Sechs Thesen Ã¼ber Taktik, Ziele Situationsanalysen der oppositionellen Jugend. In: ABENDROTH, W.; NEGT, O.Â Linke antwortet Habermas. Europäische Verlansanstalt, Legitimationsprobleme im Spätkapitalismus. Suhrkamp Verlag, 1973.______.Â kommunikativen HandelnsÂ (Bd. 1:Â Handlungsrationalität gesellschaftliche Rationalisierung; Bd. 2:Â Zur Kritik funktionalistischen Vernunft), Frankfurt am Main: 1981.______.Â Der philosophische Diskurs Moderne, 1983.______.Â neue UnÃ¼bersichtlichkeit.Â Kleine Politische Schriften V. 1985.HABERMAS, nachholende Revolution.Â politische VII. 1990.HABERMAS, JÃ¼rgen. The Dialectics rationalization. DEWS, P. (Org.).Â Autonomy Solidarity: interviews London New York: Verso, 1992a.______. Modernidade projeto inacabado. ARANTES, O.; Um ponto cego moderno 1992b._______. ""Entgegnung"". HONNETH, A.; JOAS, H. Kommunikatives Handeln: Beiträge zu J. Â«Théorie kommunikativenÂ HandelnsÂ». Erweiterte aktualisierte Ausgabe,Â Main:Â 2003, 327-405.HEGEL, George Wilhelm Friedrich.Â Princípios filosofia direito. Orlando Vitorino. Martins Fontes, 2003.HOBSBAWM, Eric.Â era extremos.Â Marcos Santarrita. Companhia Letras, 1995.KANT, Immanuel.Â Fundamentação metafísica costumes. Antonio Pinto Carvalho. Editora Nacional, 1964.LENIN, Vladimir.Â Imperialismo estágio superior capitalismo. 2012.LUKÃCS, GyÃ¶rgy.Â História consciência classe:Â estudos dialética marxista. Rodnei Nascimento. literatura.Â brasileira, 1968._______.Â Socialismo democratização:Â políticos 1956-1971. Coutinho José Paulo Neto. UFRJ, 2008.MARX, Karl. Glosas críticas marginais ao artigo: rei Prússia reforma social. prussiano.Â Práxis, Belo Horizonte, 5, 68-91. 1995.______.Â ideologia alemã. Rubens Enderle, Nélio Schneider Luciano Cavini Martorano. 2007.LUKÃCS, Crítica direito Hegel. Enderle Deus. 2005.LUKÃCS, Sobre questão judaica. Daniel BensaÃ¯d, Wanda Caldeira Brant. 18 brumário Luís Bonaparte. Schneider. 2011.______.Â capital:Â economia política.Â Livro I. Enderle. 2013._______.Â capital: II. 2014.MARX, Karl; ENGELS, Manifesto comunista. 1998.MICHELS, Robert.Â Les partis politiques.Â Essai tendanceoligarchiques democraties. Paris: Flamarion, 1971.NOBRE, M. Luta reconhecimento: Axel Honneth crítica.Â A.Â reconhecimento.Â gramática moral conflitos sociais. Ed. 34, 2003.NOBRE, M.Â negativa Theodor W. Adorno:Â ontologia falso. Iluminuras, 1998.______,Â crítica. Jorge 2004.NOBRE, M, Max Horkheimer: nazismo Tardio. ______. Curso livre Papirus, 2008.NOBRE, M.; WERLE, D. Apresentação dossiê tolerância.Â Novos Estudos, 84, 5-12, 2009.PIAGET, J.Â L'épistemologie genétiqué. Presses, Universitaire France. 1970.POLLOCK, F. State capitalism: its possibilities ans limitations. ARATO, Essential School Reader, Oxford: Blackwell, 1978.SILVA, Marcelo Lira.Â neocontratualismo Norberto Bobbio John Rawls contexto neoliberalismo crise estrutural capital.Â Araraquara: UNESP, 2010. Disponível em: &lt;http://www.athena.biblioteca.unesp.br/exlibris/bd/bar/33004030017P7/2010/silva_ml_me_arafcl.pdf&gt;.Â Acesso 10 nov. 2013.______.Â Ética política Hegel:Â formas determinativas Democrático Direito.Â Aurora. Marília, 4, 2, 117-143, Jan./jun. 2011a.SILVA, Lira. Os fundamentos liberalismo clássico: relação estado, 1, 121-147, Jul./ Dez. 2011b.______.Â reificada:Â justiça ralwsiana.Â ORG &amp; DEMO. 13, 93-118, Jul./Dez. 2012a.______. deontológica síntese alma liberal.Â 11-40, 2012b.SILVA, natureza os neoliberalismo.Â 14, 01-30, Jul./Dez., 2013a.SILVA, Rousseau: instituições políticas públicas.Â Rumos. 50, 2013b.______. justiça, ética deontológica: contratualismo Kant.Â Poliética. 1-20, 2014.SILVA, linguagem consenso nos marcos regressão cultural:Â fim construção JÃ¼rgenÂ 2014. 561f. Tese (Doutorado Sociais) deÂ Ciências, Paulista, 2014.WEBER, Economia sociedade: sociologia compreensiva. v.1. Regis Barbosa Karen Barbosa. Brasília: UnB; Imprensa Oficial, 1999.______.Â v.2. 1999.",0,0.0
1895,A TEORIA DA EDUCAÇÃO NO PENSAMENTO DE JÜRGEN HABERMAS: O ECLIPSE DA RAZÃO E A EMANCIPAÇÃO COM SINAIS TROCADOS.,2018,"&lt;p&gt;Para compreender a &lt;em&gt;teoria normativa&lt;/em&gt; de Habermas, torna-se fundamental importância que se compreenda sua concepção &lt;em&gt;pragmática formal&lt;/em&gt;. No arcabouço teórico formal&lt;/em&gt; fundamenta-se em um tipo particular aspiração, partir da qual compreende tanto as características linguísticas e semânticas das orações, quanto alguns traços pragmáticos emissões, poderiam ser &lt;em&gt;racionalmente reconstruídos&lt;/em&gt;. Neste sentido, o procedimento técnico-procedimental adotado por Habermas fora delinear com precisão conjunto preceitos necessários &lt;em&gt;falante ideal&lt;/em&gt;, ao dominá-los seria capaz construir bem como emiti-las, tal forma tornarem-se admissíveis &lt;em&gt;ouvinte ideal&lt;/em&gt;. Ora, relações intersubjetivas constituem desenvolvem entre &lt;em&gt;falante&lt;/em&gt; ideais&lt;/em&gt; – no âmbito metafísica do em-si-mesmamento individual neoracionalista –, &lt;em&gt;competência comunicativa&lt;/em&gt; só poderia concebida enquanto conceitual, passaria reconstituída bases racionais, maneira impor universal.&lt;/p&gt;",0,0.0
1897,FUTURE-SE S.A.: O ?PROGRAMA BOLSONARISTA? PARA AS INSTITUIÇÕES FEDERAIS DE ENSINO SUPERIOR (IFES).,2020,"&lt;p&gt;Objetiva-se, com este &lt;em&gt;ensaio&lt;/em&gt;, examinar e apresentar um estudo sistemático do &lt;em&gt;“Programa Institutos Universidades Inovadoras: Future-se”&lt;/em&gt;, apresentado pelo Ministro da Educação, Abraham Bragança de Vasconcellos Weintraub (1971 – ), no dia 17 junho 2019, tal forma a entendê-lo, partir dois movimentos históricos que se retroalimentam: 1. Trata-se projeto integra agenda político-econômica sociocultural neoliberalismo-flexível, em curso Brasil, desde os anos 1990; 2. autocrático-regressiva Golpe Estado &lt;em&gt;soft &lt;/em&gt;de 2016, qual Jair Messias Bolsonaro (1955 ) emergiu enquanto principal representante político-econômico sociocultural. Nesse sentido, o programa históricos, dos quais poderia reconstituir seus princípios fundamentos, bem como, seu sentido significado, como constituir algum nível entendimento, acerca concepção política educacional bolsonarista. Assim sendo, seria equivocado analisar &lt;em&gt;em-si-mesmada&lt;/em&gt;, sem estabelecer nexos causais fundamentam, objetiva subjetivamente.&lt;strong&gt; &lt;/strong&gt;O “&lt;em&gt;Programa Bolsonarista”&lt;/em&gt; é, por lado, sistema complexo cooptação quadros dirigentes intelectuais das IFES; outro, e, complementar, é privatização processos administrativo-organizativos, financeiro didático-pedagógico. Assim, Minuta Projeto Lei apresentada ministro educação, além ser parte constitutiva Programa Governo extrema-direita, dialoga diretamente fascismo, capital-imperialismo, neoliberal-flexível, ressubordinação, tanto Estados nacionais periféricos, dependentes, subordinados associados ao quanto &lt;em&gt;classes trabalhadoras&lt;/em&gt; demais subalternas&lt;/em&gt; tais países. entender-se-á mais apropriado denominar Bolsonarista”&lt;/em&gt;, na medida expressão movimento histórico, as dominantes&lt;/em&gt; brasileiras cooptaram para encaminhar &lt;em&gt;“pelo alto”&lt;/em&gt;, uma autocrático-regressiva, marcadamente, antipopular antidemocrática. &lt;em&gt;ensaio&lt;/em&gt; estruturará, metodologicamente, análise processo demarcado pela constituição decadência chamada Nova República (1988-2016), principais sujeitos compará-lo ordenamento jurídico país, entendimento expressa Bolsonarista”&lt;/em&gt;.&lt;/p&gt;",-1,0.0
1898,O VÍRUS DO CAPITAL E AS MOLÉSTIAS DA MERCADORIA,2020,"O trabalho em questão fundamenta-se na tese de que a crise sanitário-humanitária imposta pela pandemia (Sars-cov-2, o novo coronavirus/COVID-19) emergiu como um gatilho detonador de uma nova fase da crise estrutural do capital, caracterizada pela confluência de diversas crises próprias das leis econômicas. Nesse sentido, acelerou processos de transformações que já se encontravam em curso, de tal forma a explicitar a disputa pelos mercados futuros, principalmente, no âmbito da economia digital, todavia, presente em uma multiplicidade de mercados tradicionais, tais como o energético, visto que os mercados são estruturados em relações de interdependência. Assim, a crise abriu um novo ciclo de acumulação do capital que tendencialmente caminhará para o redesenho das relações internacionais, bem como da relação entre capital-imperialismo e periferia.

Submetido em: 22/06/2020Aceito em: 06/01/2021

 
",-1,0.0
1899,A PREVENÇÃO E A POLÍTICA SOBRE DROGAS EM ESCOLAS PÚBLICAS DO DISTRITO FEDERAL,2015,"The article presents the work of Study Programme on Chemical Dependency Care and University Brasilia (PRODEQUI / UnB) in context Prevention Course to Drug Use Public School Educators, shaft prevention ""Crack is possible Winning!"".Focuses political dimension drug use experience lived Federal District partnership with State Department Education.Action research conducted by Center Research-DF enabled realize that culture fear, linked a prohibitionist view use, still very present schools.Nevertheless, there transitional move systemic model, which new possibilities for discussion topic are unveiled.",-1,0.0
1901,REPENSANDO A REDISTRIBUIÇÃO: NANCY FRASER E A ECONOMIA POLÍTICA,2018,"Partindo da polêmica entre Axel Honneth e Nancy Fraser sobre a teoria do reconhecimento, o artigo tem como objeto abordagem autora estadunidense para Economia Política. Após discutir tratamento conferido ao tema em seus artigos que compõem coletânea Redistribution or recognition, bem as objeções ele levantadas, busca-se investigar medida revisões ulteriores propostas por foram suficientes satisfatórias superar principais limitações questões não-respondidas de seu modelo.",0,0.0
1902,DESCOLONIZAR A TEORIA CRÍTICA: A QUESTÃO DA TOTALIDADE,2021,"O artigo investiga possibilidades de interlocução entre a Teoria Crítica e os estudos pós-coloniais decoloniais. Especificamente, é colocada em questão concepção “totalidade do social”, herdada da dialética marxiana constante nos trabalhos autores como Georg Lukács, Max Horkheimer Theodor Adorno. Através estudo dos argumentos expoentes contemporâneos pós-colonialismo, o texto averigua caminhos trilhados no sentido se repensar categoria totalidade apontar para uma descolonização própria – propósito inspirado na obra recente Amy Allen, The End of Progress.",0,0.0
1903,A CRÍTICA DO MITO DA MODERNIDADE,2022,"O texto discute as convergências e divergências entre duas caracterizações da modernidade que apontam para sua dimensão mítica: a crítica formulada por Adorno Horkheimer na Dialética do esclarecimento concepção de Enrique Dussel, sobretudo conforme se apresenta em seu livro 1492: o encobrimento outro. Essa proposta interlocução teórica almeja enriquecer projeto descolonização Teoria Crítica melhor explorar potencial sociopolítica – no tange estruturas, processos relações sociais nas sociedades periféricas capitalismo mundial. Para tal, artigo é desenvolvido três passos: inicia com apresentação dos argumentos clássicos quanto à narrativa mítica modernidade; seguida, discorre sobre possibilidades ampliação revisão dessa perspectiva base nos trabalhos Dussel; e, fim, realiza um balanço discussão traça considerações pertinência necessidade desse diálogo.",0,0.0
1904,NETWORK RECONFIGURATION AND LOSS ALLOCATION IN A DEREGULATED ENVIRONMENT OF DISTRIBUTION SYSTEMS,2005,"SUMMARY Low flexibility and reliability in the operation of radial distribution networks make those systems be constructed with extra equipment as sectionalisin g switches order to reconfigure network, so quality network can improved. Thus, sectionalising are used for fault isolation configuration management (reconfiguration). Moreover, being impacted by increasing insertion distributed generators. Hence, generation became one relevant parameters evaluation reconfiguration. Distributed may affect various ways, causing noticeable impacts depending on its location. loss allocation problem becomes more important considering possibility open access networks. In this work, a graphic simulator reconfiguration functions, is presented. Reconfiguration solved through heuristic methodology, using robust power flow algorithm based current summation backward-forward technique, generation. Four different methods (Zbus, Direct Loss Coefficient, Substitution Marginal Coefficient) implemented compared. Results 32-bus medium voltage presented discussed.",2,0.0
1905,IMPACTS OF PHOTOVOLTAIC SYSTEMS ON A BRAZILIAN DISTRIBUTION FEEDER USING OPENDSS,2021,"<jats:p>The growing demand for electricity, environmental concerns renewable energy sources and improved electricity supply has created a new scenario in the global electricity sector. So, it has been necessary adjustments and reanalysis of the electrical networks.which for the most part were not built to be active networks, with distributed generation of energy. Thus, the present work proposes to analyse the behavior of the indices of losses and voltage levels of areal Brazilian feeder, which does not have details of the actual load profiles of the consumers. In this approach, different load profiles and the impacts caused by different penetration levels of distributed generators in the network will be considered. For these analysis will be used OpenDSS that has been used by companies and researchers around the world. The analysed feeder is very extensive and is located in a electric utility in the interior of Brazil and the generation assumed is the photovoltaic that has grown substantially in the country. In the results will be noted those impacts can be positives and negatives to the system.</jats:p>",-1,0.0
1907,MINIMAL CROSS-SUBSIDIES APPROACH FOR LOSS ALLOCATION IN DISTRIBUTION NETWORKS WITH OPEN ACCESS,2007,"Open access philosophy applied by regulatory agencies may lead to a scenario where captive consumers will solely face the responsibility on distribution network's losses even with independent energy producers (also known as distributed generation) and connected system. This work proposes utilization of loss allocation method in systems open is allowed, which cross-subsidies, that appear due influence generators have over system losses, are minimized. Thus, guaranteeing some extent efficiency transparency economic signals market. Results obtained through Zbus adapted for networks processed such way corresponding generation buses divided among consumer buses, while still considering spatial characteristics.",2,0.0
1908,POWER DISTRIBUTION SYSTEMS RECONFIGURATION WITH VARIABLE DEMAND APPLIED TO TECHNICAL LOSSES AND VOLTAGE PROFILE OPTIMIZATION,2018,"Due to economic interest in combating technical losses and steady state voltage regulatory requirements, the network reconfiguration reduce improve levels is proposed this work. To end, problem was modeled taking load variations into consideration, seeking, thus, an optimization topology that will remain unchanged for a planning period. The formulated solved by genetic algorithm uses special operators capable generate only radial topologies. efficiency of approach evaluated through results obtained computational simulation 135 bus test system assigning 24-h profile with sampling interval 15 minutes each demand node.",2,0.0
1910,POLÍTICA INSTITUCIONAL DO IFG: PERFIL DO ESTUDANTE DE DOIS CURSOS SUPERIORES DO CAMPUS URUAÇU,2021,"Este artigo discorre sobre a educação profissional superior tecnológica, visando identificar se o Instituto Federal de Goiás (IFG), Campus Uruaçu, conseguiu superar visão assistencialista que essa modalidade ensino vem tentando romper ao longo dos anos. Para tanto, foi levantado perfil estudantes do curso Bacharelado em Engenharia Civil (EC) e Licenciatura Química (LQ). Visando aprofundar entendimento assunto, formulou-se seguinte problema: os cursos EC LQ ofertados no IFG, campus têm conseguido transformar seu uma formação permita desenvolvimento integral estudantes? A pesquisa realizada período 2018 2019, natureza aplicada abordagem qualitativa, e, quanto aos objetivos, descritiva. Em relação procedimentos técnicos, foram adotadas bibliográfica, contemplando autores como Amaral (2017), Antunes (2009; 2018), Brzezinski (2018), Cunha (2014) Frigotto (2007a, 2007b), documental, especial Decreto n.º 4.127/1942 Lei n. 11.892/2008. Foram também aplicados questionários 27 pesquisados, matriculados entre anos 2012 realizadas entrevistas com 12 deles. Dentre aspectos abordados na pesquisa, contemplados gênero, renda familiar, escola origem exercício antes ingresso IFG. Os resultados da evidenciaram pesquisados caracteriza IFG Uruaçu.",0,0.0
1911,POLÍTICA E SOCIEDADE NA PRIMEIRA GERAÇÃO CEPALINA: A TEORIA DO DESENVOLVIMENTO DE CELSO FURTADO E JOSÉ MEDINA ECHAVARRÍA,2017,"As análises da dimensão política e social presentes na teoria do desenvolvimento estruturalismo cepalino, em sua primeira geração (1948-1960), estão marcadas pelas interpretações de Celso Furtado José Medina Echavarría. Colocamos questão as teses projetos destes dois pensadores, buscando analisar como autores com diferentes métodos convergiram uma mesma esfera debate sobre o desenvolvimento/subdesenvolvimento, que é a política, privilégio tema democracia, análise das estruturas sociais. Desejamos compreender semelhanças diferenças encontradas nestes autores, primeiro, no remete à ampliação ideia para além econômica e, segundo, proposição planejamento democrático estratégia superação subdesenvolvimento. A realizada foi produções décadas 1950 1960, modo demonstrar ineditismo desta ampliada presente autores.",0,0.0
1912,O CAFÉ NAS INTERPRETAÇÕES DE MONTEIRO LOBATO E CELSO FURTADO,2017,Coffee represented a fundamental system of production and socio-political-cultural organization in the history trajectory Brazilian political social thought. This article analyses comparative way opinions Monteiro Lobato Celso Furtado on coffee economy its implications for society. Both authors understood to be basis agrarian vocation transition modernization. Analyzing comparatively literary perceptions economic interpretations allows us identify their different perspectives building mosaic place history.,-1,0.0
